Text,Speaker,Episode,Season,Show
"[The scene shifts to ILLYRIO, VISERYS, AND DAENERYS ON A GARDEN BALCONY OVERLOOKING THE SEA.]",,e1-Winter is Coming,season-01,Game-of-Thrones
 It won’t be long now. Soon you will cross the Narrow Sea and take back your father’s throne. The people drink secret toasts to your health. They cry out for their true king.,ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones
 When will they be married?,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones
 Soon. The Dothraki never stay still for long.,ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones
 Is it true they lie with their horses?,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones
 I wouldn’t ask Khal Drogo.,ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones
 Do you take me for a fool?,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones
 I take you for a king. Kings lack the caution of common men. My apologies if I’ve given offense.,ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones
 I know how to play a man like Drogo. I give him a queen and he gives me an army.,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones
DAENERYS (pleadingly) I don’t want to be his queen. I want to go home.,,e1-Winter is Coming,season-01,Game-of-Thrones
" So do I. I want us both to go home. But they took it from us. So tell me, sweet sister, how do we go home?",VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones
 I don’t know.,DAENERYS,e1-Winter is Coming,season-01,Game-of-Thrones
" We go home with an army. With Khal Drogo’s army. I would let his whole tribe fuck you, all 40,000 men and their horses too, if that’s what it took.",VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones
"[He gives DAENERYS a brotherly kiss on the forehead and walks away. The scene shifts to a bedroom in Winterfell, where CATELYN is fixing SANSA’S hair.]",,e1-Winter is Coming,season-01,Game-of-Thrones
 Do you think Joffrey will like me? What if he thinks I’m ugly?,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones
 Then he is the stupidest prince that ever lived.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
 He’s so handsome.,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones
[CATELYN rolls her eyes.],,e1-Winter is Coming,season-01,Game-of-Thrones
 When would we be married? Soon or do we have to wait?,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones
 Hush now. Your father hasn’t even said yes.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
 Why would he say no? He’d be the second most powerful man in the kingdoms.,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones
 He’d have to leave home. He’d have to leave me. And so would you.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
 You left your home to come here. And I’d be queen someday. Please make father say yes.,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones
 Sansa…,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
" Please, please. It’s the only thing I ever wanted.",SANSA,e1-Winter is Coming,season-01,Game-of-Thrones
"[Scene shifts to the Winterfell banquet. Laughter, music, KING ROBERT getting bawdy with a wench. CATELYN and CERSEI watch, CATELYN embarrassed for CERSEI, who looks disgusted. Out in the courtyard, JON takes out his frustration on a fencing dummy. His uncle BENJEN rides up.]",,e1-Winter is Coming,season-01,Game-of-Thrones
 Is he dead yet?,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones
 Uncle Benjen!,JON,e1-Winter is Coming,season-01,Game-of-Thrones
[They hug.],,e1-Winter is Coming,season-01,Game-of-Thrones
 You got bigger. I rode all day. Didn’t want to leave you alone with the Lannisters. Why aren’t you at the feast?,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones
 Lady Stark thought it might insult the royal family to seat a bastard in their midst.,JON,e1-Winter is Coming,season-01,Game-of-Thrones
" Well, you’re always welcome on the wall. No bastard was ever refused a seat there.",BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones
 So take me with you when you go back.,JON,e1-Winter is Coming,season-01,Game-of-Thrones
 Jon…,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones
" Father will let me if you ask him, I know he will.",JON,e1-Winter is Coming,season-01,Game-of-Thrones
 The Wall isn’t going anywhere.,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones
 I’m ready to swear your oath.,JON,e1-Winter is Coming,season-01,Game-of-Thrones
 You don’t understand what you’d be giving up. We have no families. None of us will ever father sons.,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones
 I don’t care about that.,JON,e1-Winter is Coming,season-01,Game-of-Thrones
" You might, if you knew what it meant. … I’d better get inside. Rescue your father from his guests. We’ll talk later.",BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones
[BENJEN goes to the banquet.],,e1-Winter is Coming,season-01,Game-of-Thrones
 Your uncle’s in the Night’s Watch.,TYRION,e1-Winter is Coming,season-01,Game-of-Thrones
 What’re you doing back there?,JON,e1-Winter is Coming,season-01,Game-of-Thrones
 Preparing for a night with your family. I’ve always wanted to see the Wall.,TYRION (drinking),e1-Winter is Coming,season-01,Game-of-Thrones
 You’re Tyrion Lannister. The queen’s brother?,JON,e1-Winter is Coming,season-01,Game-of-Thrones
" My greatest accomplishment. You – you’re Ned Stark’s bastard, aren’t you?",TYRION,e1-Winter is Coming,season-01,Game-of-Thrones
[JON looks angry and turns away.],,e1-Winter is Coming,season-01,Game-of-Thrones
" Did I offend you? Sorry. You are the bastard, though.",TYRION,e1-Winter is Coming,season-01,Game-of-Thrones
 Lord Eddard Stark is my father.,JON,e1-Winter is Coming,season-01,Game-of-Thrones
" And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.",TYRION,e1-Winter is Coming,season-01,Game-of-Thrones
 What the hell do you know about being a bastard?,JON,e1-Winter is Coming,season-01,Game-of-Thrones
 All dwarves are bastards in their fathers’ eyes.,TYRION,e1-Winter is Coming,season-01,Game-of-Thrones
[TYRION departs. JON picks up his sword and attacks the dummy with new ferocity.],,e1-Winter is Coming,season-01,Game-of-Thrones
"[The scene shifts back to the banquet, in full raucous swing. NED is off to himself; BENJEN comes up to him.]",,e1-Winter is Coming,season-01,Game-of-Thrones
 The boy I beheaded. Did you know him?,NED,e1-Winter is Coming,season-01,Game-of-Thrones
" Of course I did. Just a lad. But he was tough, Ned. A true Ranger.",BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones
 He was talking madness. Said the Walkers slaughtered his friends.,NED,e1-Winter is Coming,season-01,Game-of-Thrones
 The two he was with are still missing.,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones
 A wildling ambush.,NED,e1-Winter is Coming,season-01,Game-of-Thrones
 Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones
 Winter is coming.,NED,e1-Winter is Coming,season-01,Game-of-Thrones
[ROBB approaches.],,e1-Winter is Coming,season-01,Game-of-Thrones
 Uncle Benjen.,ROBB,e1-Winter is Coming,season-01,Game-of-Thrones
 Robb boy. How are ye?,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones
 I’m good.,ROBB,e1-Winter is Coming,season-01,Game-of-Thrones
[KING ROBERT gets even more bawdy with a wench.],,e1-Winter is Coming,season-01,Game-of-Thrones
"CATELYN (in desperation) Is this your first time in the North, Your Grace?",,e1-Winter is Coming,season-01,Game-of-Thrones
 Yes. Lovely country.,CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones
[They observe SANSA.],,e1-Winter is Coming,season-01,Game-of-Thrones
" I’m sure it’s very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
[SANSA approaches and smiles shyly at CERSEI.],,e1-Winter is Coming,season-01,Game-of-Thrones
" Hello, little dove. But you are a beauty. How old are you?",CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones
" Thirteen, Your Grace.",SANSA,e1-Winter is Coming,season-01,Game-of-Thrones
 You’re tall. Still growing?,CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones
" I think so, Your Grace.",SANSA,e1-Winter is Coming,season-01,Game-of-Thrones
 And have you bled yet?,CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones
" No, Your Grace.",SANSA (discomfited),e1-Winter is Coming,season-01,Game-of-Thrones
 And your dress. Did you make it?,CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones
[SANSA nods yes.],,e1-Winter is Coming,season-01,Game-of-Thrones
 Such talent. You must make something for me.,CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones
[SANSA departs.],,e1-Winter is Coming,season-01,Game-of-Thrones
 I hear we might share a grandchild someday.,CERSEI (to CATELYN),e1-Winter is Coming,season-01,Game-of-Thrones
 I hear the same.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
 Your daughter will do well in the capital. Such a beauty shouldn’t stay hidden up here forever.,CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones
[SANSA and JOFFREY catch each other’s eye. JOFFREY smiles at her and she turns to her friend.],,e1-Winter is Coming,season-01,Game-of-Thrones
[JAIME and NED meet up. JAIME blocks their path.],,e1-Winter is Coming,season-01,Game-of-Thrones
 Your pardon.,NED,e1-Winter is Coming,season-01,Game-of-Thrones
 I hear we might be neighbors soon. I hope it’s true.,JAIME,e1-Winter is Coming,season-01,Game-of-Thrones
" Yes, the king has honored me with his offer.",NED,e1-Winter is Coming,season-01,Game-of-Thrones
" I’m sure we’ll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.",JAIME,e1-Winter is Coming,season-01,Game-of-Thrones
 I don’t fight in tournaments.,NED,e1-Winter is Coming,season-01,Game-of-Thrones
 No? Getting a little old for it?,JAIME,e1-Winter is Coming,season-01,Game-of-Thrones
" I don’t fight in tournaments because when I fight a man for real, I don’t want him to know what I can do.",NED,e1-Winter is Coming,season-01,Game-of-Thrones
 Well said.,JAIME,e1-Winter is Coming,season-01,Game-of-Thrones
[ARYA flips food onto SANSA’s face.],,e1-Winter is Coming,season-01,Game-of-Thrones
 Arya!,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones
[CATELYN signals a laughing ROBB to deal with the girls. He hoists up ARYA.],,e1-Winter is Coming,season-01,Game-of-Thrones
 Time for bed.,ROBB,e1-Winter is Coming,season-01,Game-of-Thrones
[The scene shifts to after the banquet. NED and CATELYN are in their bed.],,e1-Winter is Coming,season-01,Game-of-Thrones
" I’m a Northman. I belong here with you, not down south in that rat’s nest they call a capital.",NED,e1-Winter is Coming,season-01,Game-of-Thrones
 I won’t let him take you.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
 The king takes what he wants. That’s why he’s king.,NED,e1-Winter is Coming,season-01,Game-of-Thrones
" I’ll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.’",CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
 How did he get so fat?,NED,e1-Winter is Coming,season-01,Game-of-Thrones
 He only stops eating when it’s time for a drink.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
[There’s a knock at the door.],,e1-Winter is Coming,season-01,Game-of-Thrones
" It’s Maester Luwin, my lord.",A VOICE,e1-Winter is Coming,season-01,Game-of-Thrones
 Send him in.,NED,e1-Winter is Coming,season-01,Game-of-Thrones
" Pardon, my lord, my lady. A rider in the night from your sister.",LUWIN,e1-Winter is Coming,season-01,Game-of-Thrones
[He hands CATELYN a sealed note.],,e1-Winter is Coming,season-01,Game-of-Thrones
 Stay.,NED,e1-Winter is Coming,season-01,Game-of-Thrones
 This was sent from the Eyrie. What’s she doing at the Eyrie? She hasn’t been back there since her wedding.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
"[CATELYN reads the note, looks up in alarm, and then burns it.]",,e1-Winter is Coming,season-01,Game-of-Thrones
 What news?,NED,e1-Winter is Coming,season-01,Game-of-Thrones
 She’s fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
" She’s fresh widowed, Cat. She doesn’t know what she’s saying.",NED,e1-Winter is Coming,season-01,Game-of-Thrones
" Lysa’s head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son’s life, if she wasn’t certain her husband was murdered?",CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
" If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?",LUWIN,e1-Winter is Coming,season-01,Game-of-Thrones
 They murdered the last Hand. Now you want Ned to take the job.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
" The king rode for a month to ask Lord Stark’s help. He’s the only one he trusts. You swore the king an oath, my lord.",LUWIN,e1-Winter is Coming,season-01,Game-of-Thrones
 He spent half his life fighting Robert’s wars. He owes him nothing. (To NED) Your father and brother rode south once on a king’s demand.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones
 A different time. Different king.,LUWIN,e1-Winter is Coming,season-01,Game-of-Thrones
[The scene shifts to the wild wedding celebration of KHAL DROGO and DAENERYS. Fighting and fornication. DAENERYS looks stricken at everything around her.],,e1-Winter is Coming,season-01,Game-of-Thrones
 When do I meet with the Khal? We need to begin planning the invasion.,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones
" If Khal Drogo has promised you a crown, you shall have it.",ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones
 When?,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones
 When their omens favor war.,ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones
 I piss on Dothraki omens. I waited 17 years to get my throne back.,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones
[The sex and violence intensify. Two men fight to the death over a woman each is trying to rape. KHAL DROGO watches avidly.],,e1-Winter is Coming,season-01,Game-of-Thrones
 A Dothraki wedding without at least three deaths is considered a dull affair.,ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones
"[A knight in Westerosi garb appears. KHAL DROGO greets him in Dothraki. It is JORAH MORMONT, bearing books.]",,e1-Winter is Coming,season-01,Game-of-Thrones
 A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.,JORAH,e1-Winter is Coming,season-01,Game-of-Thrones
" Thank you, ser. Are you from my country?",DAENERYS,e1-Winter is Coming,season-01,Game-of-Thrones
" Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king.",JORAH,e1-Winter is Coming,season-01,Game-of-Thrones
